Year,Month,Day,Precipitation,Date
2016,11,18,0,11/18/2016
2016,11,19,0,11/19/2016
2016,11,20,0,11/20/2016
2016,11,21,0,11/21/2016
2016,11,22,16.6,11/22/2016
2016,11,23,0.4,11/23/2016
2016,11,24,0,11/24/2016
2016,11,25,0,11/25/2016
2016,11,26,0,11/26/2016
2016,11,27,0,11/27/2016
2016,11,28,0.2,11/28/2016
2016,11,29,22.4,11/29/2016
2016,11,30,0.2,11/30/2016
2016,12,1,0,12/1/2016
2016,12,2,0,12/2/2016
2016,12,3,6.8,12/3/2016
2016,12,4,17,12/4/2016
2016,12,5,0,12/5/2016
2016,12,6,0,12/6/2016
2016,12,7,23,12/7/2016
2016,12,8,20.6,12/8/2016
2016,12,9,20.6,12/9/2016
2016,12,10,25.8,12/10/2016
2016,12,11,8.4,12/11/2016
2016,12,12,12.2,12/12/2016
2016,12,13,0.8,12/13/2016
2016,12,14,11,12/14/2016
2016,12,15,0,12/15/2016
2016,12,16,0,12/16/2016
2016,12,17,0,12/17/2016
2016,12,18,0.2,12/18/2016
2016,12,19,21.2,12/19/2016
2016,12,20,5,12/20/2016
2016,12,21,1.6,12/21/2016
2016,12,22,6,12/22/2016
2016,12,23,4.8,12/23/2016
2016,12,24,1.2,12/24/2016
2016,12,25,34.6,12/25/2016
2016,12,26,0,12/26/2016
2016,12,27,5,12/27/2016
2016,12,28,0,12/28/2016
2016,12,29,0.6,12/29/2016
2016,12,30,0,12/30/2016
2016,12,31,0,12/31/2016
2017,1,1,0,1/1/2017
2017,1,2,0,1/2/2017
2017,1,3,0.8,1/3/2017
2017,1,4,0,1/4/2017
2017,1,5,4.4,1/5/2017
2017,1,6,32.6,1/6/2017
2017,1,7,0.2,1/7/2017
2017,1,8,0.4,1/8/2017
2017,1,9,2,1/9/2017
2017,1,10,14,1/10/2017
2017,1,11,57.4,1/11/2017
2017,1,12,18.8,1/12/2017
2017,1,13,0.6,1/13/2017
2017,1,14,1,1/14/2017
2017,1,15,11.4,1/15/2017
2017,1,16,0.2,1/16/2017
2017,1,17,20.8,1/17/2017
2017,1,18,49.8,1/18/2017
2017,1,19,4.6,1/19/2017
2017,1,20,21.2,1/20/2017
2017,1,21,3,1/21/2017
2017,1,22,10.4,1/22/2017
2017,1,23,0.4,1/23/2017
2017,1,24,6.6,1/24/2017
2017,1,25,0.4,1/25/2017
2017,1,26,5.6,1/26/2017
2017,1,27,2.8,1/27/2017
2017,1,28,0,1/28/2017
2017,1,29,0,1/29/2017
2017,1,30,0,1/30/2017
2017,1,31,12.4,1/31/2017
2017,2,1,13.2,2/1/2017
2017,2,2,34,2/2/2017
2017,2,3,42,2/3/2017
2017,2,4,0,2/4/2017
2017,2,5,48.4,2/5/2017
2017,2,6,0.4,2/6/2017
2017,2,7,48.4,2/7/2017
2017,2,8,0,2/8/2017
2017,2,9,0,2/9/2017
2017,2,10,0,2/10/2017
2017,2,11,0,2/11/2017
2017,2,12,0,2/12/2017
2017,2,13,0,2/13/2017
2017,2,14,0,2/14/2017
2017,2,15,0,2/15/2017
2017,2,16,0,2/16/2017
2017,2,17,2.4,2/17/2017
2017,2,18,94.8,2/18/2017
2017,2,19,0,2/19/2017
2017,2,20,0,2/20/2017
2017,2,21,0,2/21/2017
2017,2,22,0,2/22/2017
2017,2,23,0,2/23/2017
2017,2,24,4,2/24/2017
2017,2,25,39.6,2/25/2017
2017,2,26,0.8,2/26/2017
2017,2,27,2.4,2/27/2017
2017,2,28,0,2/28/2017
2017,3,1,0,3/1/2017
2017,3,2,8.8,3/2/2017
2017,3,3,7,3/3/2017
2017,3,4,1.8,3/4/2017
2017,3,5,1.2,3/5/2017
2017,3,6,33.8,3/6/2017
2017,3,7,0,3/7/2017
2017,3,8,0,3/8/2017
2017,3,9,0,3/9/2017
2017,3,10,0,3/10/2017
2017,3,11,0,3/11/2017
2017,3,12,0,3/12/2017
2017,3,13,0,3/13/2017
2017,3,14,3.8,3/14/2017
2017,3,15,1.2,3/15/2017
2017,3,16,0,3/16/2017
2017,3,17,0,3/17/2017
2017,3,18,63.6,3/18/2017
2017,3,19,4.2,3/19/2017
2017,3,20,0,3/20/2017
2017,3,21,0,3/21/2017
2017,3,22,0,3/22/2017
2017,3,23,0,3/23/2017
2017,3,24,0,3/24/2017
2017,3,25,0,3/25/2017
2017,3,26,0,3/26/2017
2017,3,27,0,3/27/2017
2017,3,28,0,3/28/2017
2017,3,29,0,3/29/2017
2017,3,30,0,3/30/2017
2017,3,31,0,3/31/2017
2017,4,1,0,4/1/2017
2017,4,2,0,4/2/2017
2017,4,3,0,4/3/2017
2017,4,4,0,4/4/2017
2017,4,5,0,4/5/2017
2017,4,6,46,4/6/2017
2017,4,7,23.2,4/7/2017
2017,4,8,0.2,4/8/2017
2017,4,9,0,4/9/2017
2017,4,10,0,4/10/2017
2017,4,11,0.6,4/11/2017
2017,4,12,0,4/12/2017
2017,4,13,0,4/13/2017
2017,4,14,0,4/14/2017
2017,4,15,0,4/15/2017
2017,4,16,0,4/16/2017
2017,4,17,0.2,4/17/2017
2017,4,18,0,4/18/2017
2017,4,19,0,4/19/2017
2017,4,20,0,4/20/2017
2017,4,21,33.2,4/21/2017
2017,4,22,0.4,4/22/2017
2017,4,23,0,4/23/2017
2017,4,24,0,4/24/2017
2017,4,25,0,4/25/2017
2017,4,26,33.6,4/26/2017
2017,4,27,0.8,4/27/2017
2017,4,28,0,4/28/2017
2017,4,29,0,4/29/2017
2017,4,30,0,4/30/2017
2017,5,1,0,5/1/2017
2017,5,2,0,5/2/2017
2017,5,3,0,5/3/2017
2017,5,4,0,5/4/2017
2017,5,5,6.6,5/5/2017
2017,5,6,5.2,5/6/2017
2017,5,7,0,5/7/2017
2017,5,8,0,5/8/2017
2017,5,9,0,5/9/2017
2017,5,10,0,5/10/2017
2017,5,11,0,5/11/2017
2017,5,12,0,5/12/2017
2017,5,13,0,5/13/2017
2017,5,14,1.8,5/14/2017
2017,5,15,0.2,5/15/2017
2017,5,16,0,5/16/2017
2017,5,17,0,5/17/2017
2017,5,18,19.6,5/18/2017
2017,5,19,72,5/19/2017
2017,5,20,4.6,5/20/2017
2017,5,21,29.8,5/21/2017
2017,5,22,10.8,5/22/2017
2017,5,23,0,5/23/2017
2017,5,24,0,5/24/2017
2017,5,25,0,5/25/2017
2017,5,26,0,5/26/2017
2017,5,27,0,5/27/2017
2017,5,28,0,5/28/2017
2017,5,29,0,5/29/2017
2017,5,30,0,5/30/2017
2017,5,31,0,5/31/2017
2017,6,1,0,6/1/2017
2017,6,2,0,6/2/2017
2017,6,3,0,6/3/2017
2017,6,4,0,6/4/2017
2017,6,5,0,6/5/2017
2017,6,6,0,6/6/2017
2017,6,7,0,6/7/2017
2017,6,8,0,6/8/2017
2017,6,9,0,6/9/2017
2017,6,10,0,6/10/2017
2017,6,11,0,6/11/2017
2017,6,12,0.8,6/12/2017
2017,6,13,6,6/13/2017
2017,6,14,2.2,6/14/2017
2017,6,15,0,6/15/2017
2017,6,16,0,6/16/2017
2017,6,17,0,6/17/2017
2017,6,18,0,6/18/2017
2017,6,19,0,6/19/2017
2017,6,20,0,6/20/2017
2017,6,21,0,6/21/2017
2017,6,22,0,6/22/2017
2017,6,23,0,6/23/2017
2017,6,24,0,6/24/2017
2017,6,25,0,6/25/2017
2017,6,26,0,6/26/2017
2017,6,27,0,6/27/2017
2017,6,28,0,6/28/2017
2017,6,29,0,6/29/2017
2017,6,30,0,6/30/2017
2017,7,1,0,7/1/2017
2017,7,2,0,7/2/2017
2017,7,3,0,7/3/2017
2017,7,4,0,7/4/2017
2017,7,5,0,7/5/2017
2017,7,6,0,7/6/2017
2017,7,7,0,7/7/2017
2017,7,8,0,7/8/2017
2017,7,9,0,7/9/2017
2017,7,10,0,7/10/2017
2017,7,11,0,7/11/2017
2017,7,12,0,7/12/2017
2017,7,13,0,7/13/2017
2017,7,14,0,7/14/2017
2017,7,15,0,7/15/2017
2017,7,16,0,7/16/2017
2017,7,17,0,7/17/2017
2017,7,18,0,7/18/2017
2017,7,19,0,7/19/2017
2017,7,20,0,7/20/2017
2017,7,21,0,7/21/2017
2017,7,22,0,7/22/2017
2017,7,23,0,7/23/2017
2017,7,24,0,7/24/2017
2017,7,25,0,7/25/2017
2017,7,26,0,7/26/2017
2017,7,27,0,7/27/2017
2017,7,28,0,7/28/2017
2017,7,29,0,7/29/2017
2017,7,30,0,7/30/2017
2017,7,31,0,7/31/2017
2017,8,1,0,8/1/2017
2017,8,2,0,8/2/2017
2017,8,3,0,8/3/2017
2017,8,4,0,8/4/2017
2017,8,5,0,8/5/2017
2017,8,6,0,8/6/2017
2017,8,7,0,8/7/2017
2017,8,8,0,8/8/2017
2017,8,9,0,8/9/2017
2017,8,10,0,8/10/2017
2017,8,11,0,8/11/2017
2017,8,12,0,8/12/2017
2017,8,13,0,8/13/2017
2017,8,14,0,8/14/2017
2017,8,15,0,8/15/2017
2017,8,16,0.4,8/16/2017
2017,8,17,1.6,8/17/2017
2017,8,18,11.8,8/18/2017
2017,8,19,0.4,8/19/2017
2017,8,20,5.2,8/20/2017
2017,8,21,0.4,8/21/2017
2017,8,22,0,8/22/2017
2017,8,23,0,8/23/2017
2017,8,24,0,8/24/2017
2017,8,25,0,8/25/2017
2017,8,26,0,8/26/2017
2017,8,27,0,8/27/2017
2017,8,28,0,8/28/2017
2017,8,29,0,8/29/2017
2017,8,30,0,8/30/2017
2017,8,31,0,8/31/2017
2017,9,1,0,9/1/2017
2017,9,2,0,9/2/2017
2017,9,3,0,9/3/2017
2017,9,4,0,9/4/2017
2017,9,5,0,9/5/2017
2017,9,6,0,9/6/2017
2017,9,7,0,9/7/2017
2017,9,8,0,9/8/2017
2017,9,9,0,9/9/2017
2017,9,10,0,9/10/2017
2017,9,11,0,9/11/2017
2017,9,12,0,9/12/2017
2017,9,13,0,9/13/2017
2017,9,14,0,9/14/2017
2017,9,15,0,9/15/2017
2017,9,16,0,9/16/2017
2017,9,17,0,9/17/2017
2017,9,18,0,9/18/2017
2017,9,19,0,9/19/2017
2017,9,20,0,9/20/2017
2017,9,21,0,9/21/2017
2017,9,22,0,9/22/2017
2017,9,23,0,9/23/2017
2017,9,24,0,9/24/2017
2017,9,25,0,9/25/2017
2017,9,26,0,9/26/2017
2017,9,27,0,9/27/2017
2017,9,28,0,9/28/2017
2017,9,29,27.6,9/29/2017
2017,9,30,20.8,9/30/2017
2017,10,1,0.8,10/1/2017
2017,10,2,14,10/2/2017
2017,10,3,1.6,10/3/2017
2017,10,4,0,10/4/2017
2017,10,5,0,10/5/2017
2017,10,6,0,10/6/2017
2017,10,7,0,10/7/2017
2017,10,8,0,10/8/2017
2017,10,9,0,10/9/2017
2017,10,10,0,10/10/2017
2017,10,11,0,10/11/2017
2017,10,12,0,10/12/2017
2017,10,13,0,10/13/2017
2017,10,14,0,10/14/2017
2017,10,15,0,10/15/2017
2017,10,16,0,10/16/2017
2017,10,17,0,10/17/2017
2017,10,18,0,10/18/2017
2017,10,19,0,10/19/2017
2017,10,20,0,10/20/2017
2017,10,21,0,10/21/2017
2017,10,22,10,10/22/2017
2017,10,23,0.8,10/23/2017
2017,10,24,0,10/24/2017
2017,10,25,0,10/25/2017
2017,10,26,5.4,10/26/2017
2017,10,27,42,10/27/2017
2017,10,28,2.6,10/28/2017
2017,10,29,17.2,10/29/2017
2017,10,30,13,10/30/2017
2017,10,31,0.2,10/31/2017
2017,11,1,0,11/1/2017
2017,11,2,0,11/2/2017
2017,11,3,0.4,11/3/2017
2017,11,4,41.2,11/4/2017
2017,11,5,3.6,11/5/2017
2017,11,6,0,11/6/2017
2017,11,7,0,11/7/2017
2017,11,8,0,11/8/2017
2017,11,9,10.4,11/9/2017
2017,11,10,13,11/10/2017
2017,11,11,24.2,11/11/2017
2017,11,12,0,11/12/2017
2017,11,13,0,11/13/2017
2017,11,14,0,11/14/2017
2017,11,15,0,11/15/2017
2017,11,16,0,11/16/2017
2017,11,17,2.8,11/17/2017
2017,11,18,5,11/18/2017
2017,11,19,10.4,11/19/2017
2017,11,20,4.2,11/20/2017
2017,11,21,2.8,11/21/2017
2017,11,22,27.8,11/22/2017
2017,11,23,0.2,11/23/2017
2017,11,24,0,11/24/2017
2017,11,25,0.8,11/25/2017
2017,11,26,5.6,11/26/2017
2017,11,27,1.2,11/27/2017
2017,11,28,0.2,11/28/2017
2017,11,29,0,11/29/2017
2017,11,30,1.8,11/30/2017
2017,12,1,7,12/1/2017
2017,12,2,0,12/2/2017
2017,12,3,0,12/3/2017
2017,12,4,0,12/4/2017
2017,12,5,0,12/5/2017
2017,12,6,0.6,12/6/2017
2017,12,7,39.4,12/7/2017
2017,12,8,1.2,12/8/2017
2017,12,9,0,12/9/2017
2017,12,10,0,12/10/2017
2017,12,11,0,12/11/2017
2017,12,12,0,12/12/2017
2017,12,13,0,12/13/2017
2017,12,14,0,12/14/2017
2017,12,15,35.6,12/15/2017
2017,12,16,0,12/16/2017
2017,12,17,0,12/17/2017
2017,12,18,0,12/18/2017
2017,12,19,4,12/19/2017
2017,12,20,3,12/20/2017
2017,12,21,15.2,12/21/2017
2017,12,22,9,12/22/2017
2017,12,23,10.6,12/23/2017
2017,12,24,0.2,12/24/2017
2017,12,25,8.2,12/25/2017
2017,12,26,18.2,12/26/2017
2017,12,27,0,12/27/2017
2017,12,28,0,12/28/2017
2017,12,29,76,12/29/2017
2017,12,30,32,12/30/2017
2017,12,31,52,12/31/2017
2018,1,1,0.6,1/1/2018
2018,1,2,33.8,1/2/2018
2018,1,3,30.2,1/3/2018
2018,1,4,3.6,1/4/2018
2018,1,5,0,1/5/2018
2018,1,6,0,1/6/2018
2018,1,7,11.8,1/7/2018
2018,1,8,4.4,1/8/2018
2018,1,9,0.4,1/9/2018
2018,1,10,0,1/10/2018
2018,1,11,57.6,1/11/2018
2018,1,12,9.2,1/12/2018
2018,1,13,19.4,1/13/2018
2018,1,14,6.4,1/14/2018
2018,1,15,9.4,1/15/2018
2018,1,16,0.8,1/16/2018
2018,1,17,0,1/17/2018
2018,1,18,9.2,1/18/2018
2018,1,19,0,1/19/2018
2018,1,20,2,1/20/2018
2018,1,21,0,1/21/2018
2018,1,22,0,1/22/2018
2018,1,23,0,1/23/2018
2018,1,24,0.4,1/24/2018
2018,1,25,5.6,1/25/2018
2018,1,26,4.2,1/26/2018
2018,1,27,0,1/27/2018
2018,1,28,17,1/28/2018
2018,1,29,7.4,1/29/2018
2018,1,30,41.4,1/30/2018
2018,1,31,0,1/31/2018
2018,2,1,0,2/1/2018
2018,2,2,0,2/2/2018
2018,2,3,0,2/3/2018
2018,2,4,0,2/4/2018
2018,2,5,0,2/5/2018
2018,2,6,2.6,2/6/2018
2018,2,7,0,2/7/2018
2018,2,8,0,2/8/2018
2018,2,9,0,2/9/2018
2018,2,10,0,2/10/2018
2018,2,11,0,2/11/2018
2018,2,12,5.4,2/12/2018
2018,2,13,0.2,2/13/2018
2018,2,14,26.6,2/14/2018
2018,2,15,0,2/15/2018
2018,2,16,0,2/16/2018
2018,2,17,0.2,2/17/2018
2018,2,18,0.2,2/18/2018
2018,2,19,3.2,2/19/2018
2018,2,20,16.6,2/20/2018
2018,2,21,5.6,2/21/2018
2018,2,22,0,2/22/2018
2018,2,23,0,2/23/2018
2018,2,24,0,2/24/2018
2018,2,25,0,2/25/2018
2018,2,26,36.4,2/26/2018
2018,2,27,27.2,2/27/2018
2018,2,28,0.2,2/28/2018
2018,3,1,7.2,3/1/2018
2018,3,2,0,3/2/2018
2018,3,3,0,3/3/2018
2018,3,4,0,3/4/2018
2018,3,5,0,3/5/2018
2018,3,6,0,3/6/2018
2018,3,7,1.8,3/7/2018
2018,3,8,5,3/8/2018
2018,3,9,0.4,3/9/2018
2018,3,10,15.4,3/10/2018
2018,3,11,0.2,3/11/2018
2018,3,12,0,3/12/2018
2018,3,13,0,3/13/2018
2018,3,14,0,3/14/2018
2018,3,15,0,3/15/2018
2018,3,16,33.8,3/16/2018
2018,3,17,25.8,3/17/2018
2018,3,18,0,3/18/2018
2018,3,19,0,3/19/2018
2018,3,20,0,3/20/2018
2018,3,21,56.4,3/21/2018
2018,3,22,12.2,3/22/2018
2018,3,23,0.4,3/23/2018
2018,3,24,0,3/24/2018
2018,3,25,0,3/25/2018
2018,3,26,8.2,3/26/2018
2018,3,27,14.6,3/27/2018
2018,3,28,0,3/28/2018
2018,3,29,0,3/29/2018
2018,3,30,0,3/30/2018
2018,3,31,0.4,3/31/2018
2018,4,1,3.2,4/1/2018
2018,4,2,18.2,4/2/2018
2018,4,3,2,4/3/2018
2018,4,4,0.4,4/4/2018
2018,4,5,0,4/5/2018
2018,4,6,0,4/6/2018
2018,4,7,0,4/7/2018
2018,4,8,0,4/8/2018
2018,4,9,0,4/9/2018
2018,4,10,0,4/10/2018
2018,4,11,0,4/11/2018
2018,4,12,0,4/12/2018
2018,4,13,0,4/13/2018
2018,4,14,0,4/14/2018
2018,4,15,0,4/15/2018
2018,4,16,0,4/16/2018
2018,4,17,0,4/17/2018
2018,4,18,0,4/18/2018
2018,4,19,0,4/19/2018
